tweet,clean_tweet,sentiment
"Kutuk Dugaan Perbudakan oleh Bupati Langkat, Anggota DPR: Ini Bukan Zaman Penjajahan!
#BupatiLangkat #BeritaTerkini… https://t.co/q7Y3Dua2Uc",kutuk dugaan perbudakan oleh bupati langkat  anggota dpr  ini bukan zaman penjajahan   bupatilangkat  beritaterkini ,Negative
"@KompasTV ""Terbit Rencana"" nama bupati Langkat yang menahan 4 orang dalam tahanan rumah",  terbit rencana  nama bupati langkat yang menahan  orang dalam tahanan rumah,Negative
"Sudah Ada Sejak 10 Tahun Lalu, Penjara Manusia Bikinan Bupati Langkat https://t.co/SjQezQ4VDj",sudah ada sejak  tahun lalu  penjara manusia bikinan bupati langkat ,Neutral
"ada yg masih nge save thread bupati langkat ngga ya :""",ada yg masih nge save thread bupati langkat ngga ya   ,Neutral
Komnas HAM Siap Kerahkan Tim Investigasi Kasus Kerangkeng Manusia Bupati Langkat https://t.co/kXV0nQKrIG,komnas ham siap kerahkan tim investigasi kasus kerangkeng manusia bupati langkat ,Neutral
"Be patient! 

#NFTartists Bupati Langkat
Singapura Mandiri Formula E Juve iPhone 13
Choi Ung Dusan Vlahovic Radikal https://t.co/wcadGFcefa",be patient     nftartists bupati langkat singapura mandiri formula e juve iphone  choi ung dusan vlahovic radikal ,Neutral
"Menurutnya, hal itu hanya dalih dari kasus yang sesungguhnya. https://t.co/ArMigDvyZK",menurutnya  hal itu hanya dalih dari kasus yang sesungguhnya  ,Negative
"Terungkap Alasan Bupati Langkat Bikin Kerangkeng di Rumahnya, Dibuat Tahun 2012 https://t.co/rzVxWULPcS",terungkap alasan bupati langkat bikin kerangkeng di rumahnya  dibuat tahun  ,Positive
Temuan Polisi soal Kerangkeng di Belakang Rumah Bupati Langkat Terbit Rencana Peranginangin,temuan polisi soal kerangkeng di belakang rumah bupati langkat terbit rencana peranginangin,Neutral
"@mei_peseek Bupati itu emang mafianya langkat. Sebutanny pangeran langkat. Sbelum jd pejabat,basicnya preman.Sebelu… https://t.co/apuAftcB36", bupati itu emang mafianya langkat  sebutanny pangeran langkat  sbelum jd pejabat basicnya preman sebelu ,Negative
"Kerangkeng di Rumah Bupati Langkat Berisi 27 Orang, Polisi Diadang Warga saat Proses Evakuasi
 
https://t.co/hZI8cfckIN",kerangkeng di rumah bupati langkat berisi  orang  polisi diadang warga saat proses evakuasi   ,Neutral
"Psikopat ""Bupati Langkat""",psikopat  bupati langkat ,Negative
"@LeeM1neraL kasihan yang menjadi korban
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged… https://t.co/sWUr1y25YG", kasihan yang menjadi korban singapura  bestsellergosend bupati langkat iphone   redvelvet  smarigged ,Negative
"@null 27 Orang Dikerangkeng Bupati Langkat, Gubernur Edy Rahmayadi: Usut Tuntas! Diket  https://t.co/sINMlxjmMa",  orang dikerangkeng bupati langkat  gubernur edy rahmayadi  usut tuntas  diket  ,Neutral
"@null 27 Orang Dikerangkeng Bupati Langkat, Gubernur Edy Rahmayadi: Usut Tuntas! Diket  https://t.co/bTxYewl9MY",  orang dikerangkeng bupati langkat  gubernur edy rahmayadi  usut tuntas  diket  ,Neutral
@KompasTV Sakit jiwaaa tuh mantan Bupati Langkat !, sakit jiwaaa tuh mantan bupati langkat  ,Negative
Ketua DPRD Sumatera Utara Baskami Ginting angkat suara soal penemuan kerangkeng manusia di rumah Bupati Langkat Ter… https://t.co/8WUIVPas4F,ketua dprd sumatera utara baskami ginting angkat suara soal penemuan kerangkeng manusia di rumah bupati langkat ter ,Neutral
"Terungkap! Kerangkeng Manusia di Rumah Bupati Langkat untuk Ini

https://t.co/DBWe8SJvyB",terungkap  kerangkeng manusia di rumah bupati langkat untuk ini  ,Positive
"Kerangkeng Manusia di Rumah Bupati Langkat Disebut Polri Tidak Berizin! #NewsRCTIPlus @RCTIPlus
https://t.co/TQ9IzMKwTF",kerangkeng manusia di rumah bupati langkat disebut polri tidak berizin   newsrctiplus  ,Neutral
"Polri: Penghuni Kerangkeng Bupati Langkat Dipekerjakan tanpa Upah #NewsRCTIPlus @RCTIPlus
https://t.co/rQdZA4L6LY",polri  penghuni kerangkeng bupati langkat dipekerjakan tanpa upah  newsrctiplus  ,Neutral
"@susipudjiastuti gak bisa bayangkan
Singapura
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Choi Ung
Formula E
Rad… https://t.co/3pdycoF1P8", gak bisa bayangkan singapura bupati langkat iphone   redvelvet  smarigged choi ung formula e rad ,Positive
@gaopenvcs Langkat ki ndi? Oh sing bupati ne darah dingin kui yoo🤣, langkat ki ndi  oh sing bupati ne darah dingin kui yoo,Neutral
KPK Siap Fasilitasi Polisi dan Komnas HAM Jika Ingin Periksa Bupati Langkat https://t.co/WKbILe8UEI,kpk siap fasilitasi polisi dan komnas ham jika ingin periksa bupati langkat ,Positive
"@susipudjiastuti @makLambeTurah Judul berita
""Inilah reaksi mantan mentri indonesia ibu susi terhadap kasus perbudakan oleh bupati Langkat""",  judul berita  inilah reaksi mantan mentri indonesia ibu susi terhadap kasus perbudakan oleh bupati langkat ,Negative
"@Brave_spirit81 di mana ?
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Choi Ung
Formu… https://t.co/KBBHJUqxG4", di mana   singapura  bestsellergosend bupati langkat iphone   redvelvet  smarigged choi ung formu ,Neutral
"Mintalah do'a pada ibumu
Mintalah nasehat ayahmu, dan taklukkan kesulitanmu~
•
Bupati Langkat | Selasa | Sore https://t.co/fZ2xKERPmd",mintalah do a pada ibumu mintalah nasehat ayahmu  dan taklukkan kesulitanmu  • bupati langkat   selasa   sore ,Neutral
"Terbit Rencana Perangin Angin, Bupati Langkat resmi ditetapkan sebagai terangka korupsi. Diketahui Rp1,17 miliar da… https://t.co/fejXfDxTHz",terbit rencana perangin angin  bupati langkat resmi ditetapkan sebagai terangka korupsi  diketahui   miliar da ,Positive
"Jembatan Merah di Surabaya dilihat dari Willemskade/Jalan Jembatan Merah tahun 1890-1900 dan sekarang.
------------… https://t.co/w58nJKv8lY",jembatan merah di surabaya dilihat dari willemskade jalan jembatan merah tahun   dan sekarang               ,Neutral
Geram Anggota DPR Minta Kerangkeng Manusia di Rumah Bupati Langkat Diusut Tuntas https://t.co/poiedzBVws https://t.co/M0pJUmZVhL,geram anggota dpr minta kerangkeng manusia di rumah bupati langkat diusut tuntas  ,Neutral
@mei_peseek PKI Bupati Langkat Anjingggg, pki bupati langkat anjingggg,Neutral
"Allah berfirman,

Aku tidak mencipta jin dan manusia melainkan agar beribadah kepada-Ku 

(QS. Az-Zariyat 56)

Sing… https://t.co/jphw9PHMH0",allah berfirman   aku tidak mencipta jin dan manusia melainkan agar beribadah kepada ku    qs  az zariyat    sing ,Neutral
"JUAL NETFLIX PREMIUM

Sharing 45/1 bulan
Sharing 130/3 bln
Private 190/bulan

Minat DM/WA

viu spotify youtube disn… https://t.co/l12rBiIXVR",jual netflix premium  sharing   bulan sharing   bln private  bulan  minat dm wa  viu spotify youtube disn ,Neutral
Kacau bupati langkat,kacau bupati langkat,Negative
"PENGAKUAN Dua Pecandu Narkoba yang Pernah Dipenjara di Rumah Bupati Langkat Terbit Perangin-angin
 
https://t.co/VvstdzcfIj via @tribunmedan",pengakuan dua pecandu narkoba yang pernah dipenjara di rumah bupati langkat terbit perangin angin    via ,Negative
"@tempodotco ruangan
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Choi Ung
Formula E
R… https://t.co/SQqmPVxSlI", ruangan singapura  bestsellergosend bupati langkat iphone   redvelvet  smarigged choi ung formula e r ,Neutral
"A child can never repay his father.

#NFTartists Bupati Langkat
Singapura Mandiri Formula E Juve iPhone 13
Choi Ung… https://t.co/37I9jXotPw",a child can never repay his father    nftartists bupati langkat singapura mandiri formula e juve iphone  choi ung ,Positive
"Geledah Rumah Bupati Langkat, KPK Tegaskan Hal Ini https://t.co/DVnfVs8tKw",geledah rumah bupati langkat  kpk tegaskan hal ini ,Negative
"@bankocbcnisp offer yang menarik
Singapura
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Choi Ung
Formula E
Radika… https://t.co/j5HvxyHejI", offer yang menarik singapura bupati langkat iphone   redvelvet  smarigged choi ung formula e radika ,Positive
"Disewakan Apartemen The Wave at Rasuna Epicentrum - 1 Bedroom Good Furnished, Lokasi Strategis… https://t.co/ZqW5oLfPhl",disewakan apartemen the wave at rasuna epicentrum    bedroom good furnished  lokasi strategis ,Positive
ini bupati langkat dihukum sekarat aja. jangan sampe mati juga jangan sampe idup. biar mampus2 dah,ini bupati langkat dihukum sekarat aja  jangan sampe mati juga jangan sampe idup  biar  dah,Negative
Kepala Bidang Humas Polda Sumut Kombes Hadi Wahyudi mengatakan kerangkeng manusia itu sudah didirikan sejak 2012. D… https://t.co/eAUW9MfBzO,kepala bidang humas polda sumut kombes hadi wahyudi mengatakan kerangkeng manusia itu sudah didirikan sejak   d ,Neutral
Polisi : Bangunan Sel Milik Bupati Langkat Luas 6x6 Meter Diisi 30 Orang https://t.co/P7EitRufIQ https://t.co/Y0zX3bpH6B,polisi   bangunan sel milik bupati langkat luas  meter diisi  orang  ,Neutral
Polri Sebut Ruangan Mirip Penjara di Rumah Bupati Langkat Tak Berizin https://t.co/FlzhX0lzKp #TempoVideo,polri sebut ruangan mirip penjara di rumah bupati langkat tak berizin   tempovideo,Neutral
Kemendagri mendukung pengusutan yang sedang dilakukan saat ini. Mereka menyerahkan sepenuhnya proses hukum lebih la… https://t.co/BgAIUJgqvA,kemendagri mendukung pengusutan yang sedang dilakukan saat ini  mereka menyerahkan sepenuhnya proses hukum lebih la ,Positive
"https://t.co/tOAboYkDQX

Habis alat tes pcr bekas, skrg kerangkeng ilegal. Duh pakde",  habis alat tes pcr bekas  skrg kerangkeng ilegal  duh pakde,Negative
"@LeeM1neraL @_____mashend22 Rehabilitas Ndasnya itu !!
yang dimasukkan disitu bukan hanya pecandu narkoba tapi yang… https://t.co/7T5Ozbhb13",  rehabilitas ndasnya itu    yang dimasukkan disitu bukan hanya pecandu narkoba tapi yang ,Negative
"Niatnya baik..?
Memenjarakan pekerja tanpa proses hukum yg jls apa kesalahannya
Bilang niat nya baik...?
Apa memang… https://t.co/VBjs9l3hdW",niatnya baik    memenjarakan pekerja tanpa proses hukum yg jls apa kesalahannya bilang niat nya baik     apa memang ,Positive
"@geetracker Udahlah percuma berharap ke @KomnasHAM .
Coba kita tanya tanggapan @DPP_Golkar sebagai partai pengusung bupati langkat.", udahlah percuma berharap ke    coba kita tanya tanggapan  sebagai partai pengusung bupati langkat ,Neutral
Polisi periksa 11 orang terkait dugaan  perbudakan bupati Langkat  https://t.co/9ISN2G6Wfs,polisi periksa  orang terkait dugaan  perbudakan bupati langkat  ,Negative
menarik ini bupati langkat,menarik ini bupati langkat,Positive
@CakNur_Society Bupati Langkat ini dari partai apa ?, bupati langkat ini dari partai apa  ,Neutral
"@LeeM1neraL https://t.co/n6sYbpG8sG

Silakan masuk Netizen +62. Ini chanel istri bupati langkat",   silakan masuk netizen    ini chanel istri bupati langkat,Neutral
"JUAL NETFLIX PREMIUM MURAH

SHARING
45K/bulan
130K/3 bulan

PRIVATE
195K/bulan

APP LAIN CEK PINNED
MINAT? DM/WA

y… https://t.co/94VUapESix",jual netflix premium murah  sharing  bulan   bulan  private  bulan  app lain cek pinned minat  dm wa  y ,Positive
"Memafkan itu sebenarnya untuk kebaikan dan ketenangan diri kita bukan orang lain.

#NFTartists Bupati Langkat
Singa… https://t.co/ooC4ZcrkeG",memafkan itu sebenarnya untuk kebaikan dan ketenangan diri kita bukan orang lain    nftartists bupati langkat singa ,Positive
"CEK FAKTA: Putri Sulung Nurul Arifin Meninggal Dunia di Atas Meja Makan, Benarkah? Begini Faktanya… https://t.co/4NWKmFdeDe",cek fakta  putri sulung nurul arifin meninggal dunia di atas meja makan  benarkah  begini faktanya ,Positive
"Bupati Langkat Sumatera Utara Punya Kerangkeng, Diduga untuk Perbudak Puluhan Pekerja Sawit https://t.co/t5URummavu",bupati langkat sumatera utara punya kerangkeng  diduga untuk perbudak puluhan pekerja sawit ,Negative
"Link Emoji Mix yang Viral di TikTok Lengkap dengan Cara Penggunannya

https://t.co/UyZYebPhzs

Singapura Bupati Lan… https://t.co/I62XPWxkUe",link emoji mix yang viral di tiktok lengkap dengan cara penggunannya    singapura bupati lan ,Neutral
"Baru terbongkar si bupati punya penjara pribadi yg mengerangkeng puluhan orang setelah 10 tahun? 
Ajaib! Kemana aja… https://t.co/d5ibEzX0qv",baru terbongkar si bupati punya penjara pribadi yg mengerangkeng puluhan orang setelah  tahun   ajaib  kemana aja ,Negative
"Emoji Mix Viral di TikTok, Begini Cara Menggunakannya di Tikolu Net

https://t.co/aBkOns9KsH

Singapura Bupati Lang… https://t.co/xMqjsbShrY",emoji mix viral di tiktok  begini cara menggunakannya di tikolu net    singapura bupati lang ,Neutral
"Ada satu pasien omicron di Semarang dalam perawatan dan pengawasan...

@dkksemarang Bupati Langkat Singapura Radika… https://t.co/M05VuCjiEn",ada satu pasien omicron di semarang dalam perawatan dan pengawasan      bupati langkat singapura radika ,Neutral
"KPK Geledah Rumah Bupati Langkat, Cari Bukti Kasus Suap https://t.co/Fbeyy9OsAl",kpk geledah rumah bupati langkat  cari bukti kasus suap ,Negative
Tim KPK Sempat Lihat Kerangkeng Manusia di Rumah Bupati Langkat saat OTT https://t.co/MTlFOxIivd,tim kpk sempat lihat kerangkeng manusia di rumah bupati langkat saat ott ,Neutral
"Terbongkar! Ini Kondisi Kerangkeng Manusia di dalam Rumah Bupati Langkat https://t.co/4dpDFdyVLi 

Fiorentina… https://t.co/vACzDHJNtD",terbongkar  ini kondisi kerangkeng manusia di dalam rumah bupati langkat    fiorentina ,Neutral
Bupati langkat Layak Dimassa https://t.co/Guieo4Zn1e,bupati langkat layak dimassa ,Positive
"@jvckiecastillo very cool
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Choi Ung
Formu… https://t.co/p5l6Co1pdB", very cool singapura  bestsellergosend bupati langkat iphone   redvelvet  smarigged choi ung formu ,Neutral
"@bersihkan_indo @bankmandiri isu yang menarik
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet… https://t.co/7plgk93z3h",  isu yang menarik singapura  bestsellergosend bupati langkat iphone   redvelvet ,Neutral
KPK Temukan Penampakan Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/rE8dqbP0RF #KerangkengManusia #KPK,kpk temukan penampakan kerangkeng manusia di rumah bupati langkat   kerangkengmanusia  kpk,Neutral
BNNK Sebut Panti Rehabilitasi Dikelola Adik Bupati Langkat Non Aktif https://t.co/0YMP7mOEwb,bnnk sebut panti rehabilitasi dikelola adik bupati langkat non aktif ,Positive
Heboh! Bupati Langkat Melakukan Perbudakan dan Penyiksaan Terhadap Warganya https://t.co/KpISiFBLUS,heboh  bupati langkat melakukan perbudakan dan penyiksaan terhadap warganya ,Negative
"@GrabID seribu bisa buat beli pulsa ?
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Ch… https://t.co/nR45NEWTrM", seribu bisa buat beli pulsa   singapura  bestsellergosend bupati langkat iphone   redvelvet  smarigged ch ,Positive
"@gojekindonesia the best nih
Singapura
#BestSellerGoSend
Bupati Langkat
iPhone 13
#RedVelvet
#SMArigged
Choi Ung
Fo… https://t.co/5aBJV96xge", the best nih singapura  bestsellergosend bupati langkat iphone   redvelvet  smarigged choi ung fo ,Neutral
"Kata Camat Kuala, yang juga kerabat Bupati Langkat, kerangkeng itu bukanlah tempat perbudakan modern. #kumparanNews https://t.co/lk2bZVHkJk",kata camat kuala  yang juga kerabat bupati langkat  kerangkeng itu bukanlah tempat perbudakan modern   kumparannews ,Neutral
Tim KPK Mengakui Melihat Kerangkeng di Rumah Bupati Langkat Saat OTT https://t.co/mGFhyGDblK,tim kpk mengakui melihat kerangkeng di rumah bupati langkat saat ott ,Neutral
"27 Orang dikerangkeng dirumah Bupati Langkat Saat di Geledah KPK

https://t.co/HPmDEnTcHj", orang dikerangkeng dirumah bupati langkat saat di geledah kpk  ,Negative
Kerangkeng Manusia Diduga untuk Perbudakan Ditemukan di Rumah Bupati Nonaktif Langkat https://t.co/sgFm6HFmdd… https://t.co/Ti7TdDJxEX,kerangkeng manusia diduga untuk perbudakan ditemukan di rumah bupati nonaktif langkat  ,Negative
"Tau berita Bupati Langkat dari Tiktok, gila kali ah udah kek di film2.",tau berita bupati langkat dari tiktok  gila kali ah udah kek di  ,Negative
"Sempat Bikin Geger, Ternyata Ini Fungsi Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/fjGYQCRzgU",sempat bikin geger  ternyata ini fungsi kerangkeng manusia di rumah bupati langkat ,Negative
"Penjara Manusia di Rumah Bupati Langkat Sudah Beroperasi Selama 10 Tahun, Ternyata Tak Miliki Izin
 
https://t.co/D3QBM511FI",penjara manusia di rumah bupati langkat sudah beroperasi selama  tahun  ternyata tak miliki izin   ,Positive
"Update Kasus Bupati Langkat Punya Penjara Manusia, Saksi Ungkap Ada Pecandu hingga Buruh https://t.co/rqaWRUoxi4",update kasus bupati langkat punya penjara manusia  saksi ungkap ada pecandu hingga buruh ,Negative
"@WagimanDeep212_ Apakah POLRI berani menindak Bupati Langkat ? 
#TerserahPolisi 
#TerserahPolisi", apakah polri berani menindak bupati langkat     terserahpolisi   terserahpolisi,Positive
Polisi periksa 11 orang terkait dugaan perbudakan bupati Langkat https://t.co/3gzFFQH1yT,polisi periksa  orang terkait dugaan perbudakan bupati langkat ,Negative
"Sedikitnya 40 orang dalam dua sel kerangkeng besi ditemukan di lahan di belakang rumah Bupati Langkat, Sumut, Terbi… https://t.co/8eAK8yDTuY",sedikitnya  orang dalam dua sel kerangkeng besi ditemukan di lahan di belakang rumah bupati langkat  sumut  terbi ,Neutral
"Bupati Langkat nonaktif ternyata menyimpan rahasia gelap all this time😱

Simak apa sajakah itu, cuma di sini👇🏽
.
.… https://t.co/lODQjWlEk1",bupati langkat nonaktif ternyata menyimpan rahasia gelap all this time  simak apa sajakah itu  cuma di sini     ,Negative
"@Mardanputranya Numpang Kasih Tambahan Info...
Soal Kerangkeng...
https://t.co/8cgYu37DMp", numpang kasih tambahan info    soal kerangkeng    ,Positive
KPK Buka Suara Soal Kerangkeng di Rumah Bupati Langkat https://t.co/zUag59spYr https://t.co/vi83Bp8tum,kpk buka suara soal kerangkeng di rumah bupati langkat  ,Neutral
"@joonfa612 @mei_peseek Numpang Kasih Tambahan Info...
Sola Kerangkeng...
https://t.co/8cgYu37DMp",  numpang kasih tambahan info    sola kerangkeng    ,Positive
"Terakhir ada Bupati Langkat.
https://t.co/O0SNHifuIK",terakhir ada bupati langkat  ,Neutral
"For your coencern 
@hrw @UNHumanRights @CoE_HRightsRLaw 
this happened in Langkat - Indonesia

Bupati Langkat
https://t.co/Unl1NfeyTh",for your coencern      this happened in langkat   indonesia  bupati langkat ,Neutral
"KPK menyatakan siap memfasilitasi pemeriksaan pihak kepolisian atau Komnas HAM terhadap Bupati Langkat, Terbit Renc… https://t.co/YJ34KP4daS",kpk menyatakan siap memfasilitasi pemeriksaan pihak kepolisian atau komnas ham terhadap bupati langkat  terbit renc ,Positive
KPK Bakal Jerat Pihak yang Halangi Penyidikan Kasus Bupati Langkat https://t.co/M1bVf4FyTA https://t.co/rKVHtOxYFA,kpk bakal jerat pihak yang halangi penyidikan kasus bupati langkat  ,Negative
"Merinding sebadan-badan ya Allah..
Pak, itu manusiaa, bukan binatang. Knp juga di kerangkeng. 😭😭😭😭 
.

Bupati Langk… https://t.co/I5dp0M7S6v",merinding sebadan badan ya allah   pak  itu manusiaa  bukan binatang  knp juga di kerangkeng       bupati langk ,Neutral
"Bupati langkat ko bisa punya krangkeng, penasaran waktu pas kampenye yang di bagiin apa ko bisa pada milih ..sikopat susah di tebak emang.",bupati langkat ko bisa punya krangkeng  penasaran waktu pas kampenye yang di bagiin apa ko bisa pada milih   sikopat susah di tebak emang ,Neutral
Bupati Langkat non aktif memiliki kerangkeng untuk manusia dalam rumahnya dan ditemukan 27 orang yang terkurung di… https://t.co/O3Cnry58sh,bupati langkat non aktif memiliki kerangkeng untuk manusia dalam rumahnya dan ditemukan  orang yang terkurung di ,Positive
ecan walopun duitku buat nafkahin km ngga sebanyak anak bupati langkat tp ini halal kok serius walopun merengek minta bapak sama emak T_T,ecan walopun duitku buat nafkahin km ngga sebanyak anak bupati langkat tp ini halal kok serius walopun merengek minta bapak sama emak t t,Neutral
anjing gue kaget KENAPA BUPATI LANGKAT TRENDING,anjing gue kaget kenapa bupati langkat trending,Negative
Bupati Langkat Ditangkap Karena Kasus Korupsi dan Eksploitasi Manusia di Perkebunan Kelapa Sawit https://t.co/32U8xbuB63,bupati langkat ditangkap karena kasus korupsi dan eksploitasi manusia di perkebunan kelapa sawit ,Negative
KPK Siap Fasilitasi Polisi dan Komnas HAM Jika Ingin Periksa Bupati Langkat https://t.co/Fsp4exu07C,kpk siap fasilitasi polisi dan komnas ham jika ingin periksa bupati langkat ,Positive
Polisi Usut Temuan Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/Y2fpR3MprW,polisi usut temuan kerangkeng manusia di rumah bupati langkat ,Neutral
"Saya ingat ayat al quran ttg perbudakan disebut ""outdated"" dan pro slavery. Pdhal klo kita lihat perbudakan tuh ber… https://t.co/gRnKegfcUO",saya ingat ayat al quran ttg perbudakan disebut  outdated  dan pro slavery  pdhal klo kita lihat perbudakan tuh ber ,Neutral
"Kantor Staf Presiden Kutuk Kerangkeng Manusia Milik Bupati Langkat, Pastikan Hukuman Berat
 
https://t.co/q3oE8xOXjO",kantor staf presiden kutuk kerangkeng manusia milik bupati langkat  pastikan hukuman berat   ,Negative
Radikalisme dan orang-orang radikal akan kehilangan tempatnya di tengah masyarakat jika masyarakatnya beragama deng… https://t.co/dYQ634hIBc,radikalisme dan orang orang radikal akan kehilangan tempatnya di tengah masyarakat jika masyarakatnya beragama deng ,Negative
"Minta Penggeledahan Rumah Bupati Langkat Tak Dihalang-halangi, Ini Ancaman KPK https://t.co/4JHBIVhKAL",minta penggeledahan rumah bupati langkat tak dihalang halangi  ini ancaman kpk ,Negative
"Minta Penggeledahan Rumah Bupati Langkat Tak Dihalang-halangi, Ini Ancaman KPK https://t.co/r6HoLbUnuC",minta penggeledahan rumah bupati langkat tak dihalang halangi  ini ancaman kpk ,Negative
Ada banyak kejanggalan sepertinya. Tapi mudah-mudahan pihak terkait menghukum siluman empedu (bupati langkat) denga… https://t.co/nQ2fw0FYZ4,ada banyak kejanggalan sepertinya  tapi mudah mudahan pihak terkait menghukum siluman empedu  bupati langkat  denga ,Positive
"Ini respons Migrant Care terkait kerangkeng di rumah Bupati Langkat.

Selengkapnya 👇🏻 #OTTBupatiLangkat https://t.co/16URy9L410",ini respons migrant care terkait kerangkeng di rumah bupati langkat   selengkapnya   ottbupatilangkat ,Neutral
Polisi Belum Simpulkan Ada Perbudakan di Kerangkeng Bupati Langkat https://t.co/G9IUWeCpJb,polisi belum simpulkan ada perbudakan di kerangkeng bupati langkat ,Neutral
Mabes Polri Beberkan Hasil Penyelidikan Kerangkeng Manusia Bupati Nonaktif Langkat https://t.co/k7xpgOlk36,mabes polri beberkan hasil penyelidikan kerangkeng manusia bupati nonaktif langkat ,Neutral
@null Polisi Periksa 11 Saksi terkait Kerangkeng Manusia di Rumah Bupati Langkat Pemer  https://t.co/ldC2sRZaPX, polisi periksa  saksi terkait kerangkeng manusia di rumah bupati langkat pemer  ,Neutral
"®️🔴Intan Terbesar di Dunia Ditemukan
https://t.co/W7qzqGlVn5

#Peristiwa #Hari #Ini #Rabu #26 #Januari
Singapura Ma… https://t.co/z0nKDkKzyM",®intan terbesar di dunia ditemukan    peristiwa  hari  ini  rabu    januari singapura ma ,Neutral
"Foto2 40 korban Yang dikerangkeng Bupati Langkat,  Ketakutan &amp; berkaca-kaca saat diselamatkan. 

Manusia berjiwa ib… https://t.co/BA6c7kWefB",  korban yang dikerangkeng bupati langkat   ketakutan  amp  berkaca kaca saat diselamatkan    manusia berjiwa ib ,Negative
"anaknya Bupati Langkat fangirling pake duit haram bapaknua, bukan maeeeen",anaknya bupati langkat fangirling pake duit haram bapaknua  bukan maeeeen,Negative
"Dihuni Puluhan Orang, Polri Pastikan Kerangkeng Bupati Langkat Tidak Miliki Izin Resmi https://t.co/1rcBdNW7gM",dihuni puluhan orang  polri pastikan kerangkeng bupati langkat tidak miliki izin resmi ,Positive
"Soal Kerangkeng Manusia di Rumah Bupati Langkat, Politikus Nasdem: Harus Dibongkar Tuntas!

https://t.co/9xjaRrEaPt",soal kerangkeng manusia di rumah bupati langkat  politikus nasdem  harus dibongkar tuntas   ,Positive
Rumah Pribadi Bupati Langkat Digeledah KPK https://t.co/xkctP3wBdW,rumah pribadi bupati langkat digeledah kpk ,Neutral
KPK menyatakan menemukan ruangan mirip kerangkeng saat menggelar operasi tangkap tangan di Rumah Bupati Langkat Ter… https://t.co/DcWGIItxdj,kpk menyatakan menemukan ruangan mirip kerangkeng saat menggelar operasi tangkap tangan di rumah bupati langkat ter ,Neutral
Pelaku perbudakan di kebun sawit milik Bupati Langkat harus diadili https://t.co/W0besNLfig,pelaku perbudakan di kebun sawit milik bupati langkat harus diadili ,Negative
"setelah kejadian ini, gw takut banget kalo ternyata kenyataannya bukan cuma Bupati Langkat doang yg punya penjara p… https://t.co/m8JCOO987I",setelah kejadian ini  gw takut banget kalo ternyata kenyataannya bukan cuma bupati langkat doang yg punya penjara p ,Negative
Detik-detik KPK Temukan Kerangkeng Manusia di Rumah Bupati Langkat https://t.co/AXvetijOg1,detik detik kpk temukan kerangkeng manusia di rumah bupati langkat ,Neutral
"Rumah Bupati Langkat Non Aktif Digeledah 3,5 Jam https://t.co/463MlVtZDn",rumah bupati langkat non aktif digeledah   jam ,Positive
"LPSK mempersilakan masyarakat membuat laporan terkait perkara kerangkeng pekerja milik Bupati Langkat nonaktif, Ter… https://t.co/WDqaqivNZs",lpsk mempersilakan masyarakat membuat laporan terkait perkara kerangkeng pekerja milik bupati langkat nonaktif  ter ,Neutral
@susipudjiastuti sehebat apakah bupati langkat ini sampe2 mabes polri turun tangan?, sehebat apakah bupati langkat ini  mabes polri turun tangan ,Negative
Otak KAPITALISME BANGSAT bupati langkat,otak kapitalisme bangsat bupati langkat,Negative
"10 slot hari ini yuk abisin guys gercep yaa!!😍 #netflixpremium cuma 25k/bulan

✅legal
✅anti hold
✅garansi 100% 

yu… https://t.co/Hu29ZMJ1nx", slot hari ini yuk abisin guys gercep yaa    netflixpremium cuma  bulan  legal anti hold garansi     yu ,Neutral
"Saatnya #InfoTerkini di #SantaiSore
- “27 Orang Dikerangkeng di Rumah Bupati Langkat Saat Digeledah KPK”
- “Mulai B… https://t.co/Ad2bNrUhUT",saatnya  infoterkini di  santaisore    orang dikerangkeng di rumah bupati langkat saat digeledah kpk   mulai b ,Negative
"10 slot hari ini yuk abisin guys gercep yaa!!😍 #netflixpremium cuma 25k/bulan

✅legal
✅anti hold
✅garansi 100% 

yu… https://t.co/Jo4RBZ7AGn", slot hari ini yuk abisin guys gercep yaa    netflixpremium cuma  bulan  legal anti hold garansi     yu ,Neutral
"HEBOH! Penjara di Rumah Bupati Langkat, Ini Penjelasan Kapolda Sumut https://t.co/TXr60FNfmB",heboh  penjara di rumah bupati langkat  ini penjelasan kapolda sumut ,Positive
Wah Bupati Langkat trending,wah bupati langkat trending,Positive
